teams,teams-href,Nº,Nombre y apellidos,Nac.,Fecha y lugar de nac.,Posición,html table
"Deportes Antofagasta","http://www.sifup.cl/planteles/deportes-antofagasta/","23","Pablo CORRAL Mondaca","CHI","16.01.92, Ovalle","Volante def.",""
"Huachipato FC","http://www.sifup.cl/planteles/huachipato/","20","Valber HUERTA Jerez","CHI","26.08.93, Melipilla","Central",""
"Universidad de Concepción","http://www.sifup.cl/planteles/universidad-de-concepcion/","14","Guillermo PACHECO Tudela","CHI","10.03.89, Quilpué","Lateral der.",""
"Cobresal","http://www.sifup.cl/planteles/cobresal/","4","Juan José CONTRERAS Contreras","CHI","08.07.93, Santiago","Lateral der.",""
"Everton","http://www.sifup.cl/planteles/everton/","14","Sebastián VARAS Moreno","CHI","01.08.88, Viña del Mar","Delantero",""
"Audax Italiano","http://www.sifup.cl/planteles/audax-italiano/","3","Nicolás Agustín FERREYRA","ARG","30.03.93, Río Cuarto","Central",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","16","Brayams VIVEROS Alvarado","CHI","03.02.92, Viña del Mar","Central",""
"Deportes Iquique","http://www.sifup.cl/planteles/deportes-iquique/","28","Iván OCAMPO Reyes","CHI","18.05.00, Iquique","Delantero",""
"Colo Colo","http://www.sifup.cl/planteles/colo-colo/","","","","","","<tbody>
<tr style=""height: 24px;"">
<th style=""text-align: center; height: 24px; width: 18px;"">Nº</th>
<th style=""text-align: center; height: 24px; width: 269px;"">Nombre y apellidos</th>
<th style=""text-align: center; height: 24px; width: 54px;"">Nac.</th>
<th style=""text-align: center; height: 24px; width: 176px;"">Fecha y lugar de nac.</th>
<th style=""text-align: center; height: 24px; width: 93px;"">Posición</th>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">-</td>
<td style=""height: 24px; width: 269px;"">Gabriel Omar CARABALÍ Quiñonez</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""alignnone wp-image-2137"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/ecuador.png"" alt=""ecuador"" width=""15"" height=""10"">&nbsp;ECU</td>
<td style=""height: 24px; width: 176px;"">12.06.97, Guayaquil</td>
<td style=""height: 24px; width: 93px;"">Arquero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">12</td>
<td style=""height: 24px; width: 269px;"">Paulo GARCÉS Contreras</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">02.08.84, Parral</td>
<td style=""height: 24px; width: 93px;"">Arquero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">13</td>
<td style=""height: 24px; width: 269px;"">Álvaro SALAZAR Bravo&nbsp;<a href=""https://twitter.com/salazarb12"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">24.03.93, Linares</td>
<td style=""height: 24px; width: 93px;"">Arquero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">1</td>
<td style=""height: 24px; width: 269px;"">Justo VILLAR Viveros&nbsp;<a title=""Cuenta Twitter de Justo Villar"" href=""https://twitter.com/Justo_Villar1"" target=""_blank""><img class="""" src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/py.gif"" alt=""py"" width=""16"" height=""11"">&nbsp;PAR</td>
<td style=""height: 24px; width: 176px;"">30.06.77, Cerrito</td>
<td style=""height: 24px; width: 93px;"">Arquero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">5</td>
<td style=""height: 24px; width: 269px;"">Julio Alberto BARROSO&nbsp;<a title=""Cuenta Twitter de Julio Barroso"" href=""https://twitter.com/JulioBarroso5"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/ar.gif"" alt=""ar"" width=""16"" height=""11"">&nbsp;ARG</td>
<td style=""height: 24px; width: 176px;"">16.01.85, San Martín</td>
<td style=""height: 24px; width: 93px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">2</td>
<td style=""height: 24px; width: 269px;"">Fernando MEZA Gómez</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/ar.gif"" alt=""ar"" width=""16"" height=""11"">&nbsp;ARG</td>
<td style=""height: 24px; width: 176px;"">21.03.90, San Martín</td>
<td style=""height: 24px; width: 93px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">22</td>
<td style=""height: 24px; width: 269px;"">Diego OHLSSON López</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">12.03.99, La Reina</td>
<td style=""height: 24px; width: 93px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">26</td>
<td style=""height: 24px; width: 269px;"">Hardy CAVERO Vargas</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">31.05.96, Puerto Montt</td>
<td style=""height: 24px; width: 93px;"">Cen./lat. izq.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">33</td>
<td style=""height: 24px; width: 269px;"">Sebastián VALENCIA Cisternas</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">13.02.00, Santiago</td>
<td style=""height: 24px; width: 93px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">34</td>
<td style=""height: 24px; width: 269px;"">Ángel ROJAS Martínez</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">20.10.97, Requínoa</td>
<td style=""height: 24px; width: 93px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">4</td>
<td style=""height: 24px; width: 269px;"">Matías ZALDIVIA Ponce</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/ar.gif"" alt=""ar"" width=""16"" height=""11"">&nbsp;ARG</td>
<td style=""height: 24px; width: 176px;"">22.01.91, San Isidro</td>
<td style=""height: 24px; width: 93px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">28</td>
<td style=""height: 24px; width: 269px;"">Felipe CAMPOS Mosqueira&nbsp;<a href=""https://twitter.com/cfelipe28"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">08.11.93, Renca</td>
<td style=""height: 24px; width: 93px;"">Lateral der.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">11</td>
<td style=""height: 24px; width: 269px;"">Gonzalo FIERRO Caniullán (C)</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">21.03.83, Maipú</td>
<td style=""height: 24px; width: 93px;"">Lateral der.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">27</td>
<td style=""height: 24px; width: 269px;"">Cristián GUTIÉRREZ Zúñiga</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">18.02.97, Quebec/CAN</td>
<td style=""height: 24px; width: 93px;"">Lateral izq.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">24</td>
<td style=""height: 24px; width: 269px;"">Jorge ARAYA Pozo</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">25.03.96, Santiago</td>
<td style=""height: 24px; width: 93px;"">Volante def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">23</td>
<td style=""height: 24px; width: 269px;"">Claudio BAEZA Baeza&nbsp;<a title=""Cuenta Twitter de Claudio Baeza"" href=""https://twitter.com/claudiobaeza5"" target=""_blank""><img class="""" src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">23.12.93, Los Ángeles</td>
<td style=""height: 24px; width: 93px;"">Volante def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">-</td>
<td style=""height: 24px; width: 269px;"">Jorge LAGÜES Suárez</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">22.01.97, Vallenar</td>
<td style=""height: 24px; width: 93px;"">Volante def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">2</td>
<td style=""height: 24px; width: 269px;"">Misael LLANTÉN Letelier</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">07.02.99, Santiago</td>
<td style=""height: 24px; width: 93px;"">Volante def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">8</td>
<td style=""height: 24px; width: 269px;"">Esteban PAVEZ Suazo&nbsp;<a title=""Cuenta Twitter de Esteban Pavez"" href=""https://twitter.com/Esteban_Pavez8"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">01.05.90, La Florida</td>
<td style=""height: 24px; width: 93px;"">Volante def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">32</td>
<td style=""height: 24px; width: 269px;"">Branco PROVOSTE Ovalle</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">14.04.00, Santiago</td>
<td style=""height: 24px; width: 93px;"">Volante def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">17</td>
<td style=""height: 24px; width: 269px;"">Gabriel SUAZO Urbina</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">09.08.97, Santiago</td>
<td style=""height: 24px; width: 93px;"">Volante def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">36</td>
<td style=""height: 24px; width: 269px;"">Ricardo ÁLVAREZ Casanova</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">01.02.99, Quilicura</td>
<td style=""height: 24px; width: 93px;"">Volante mix.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">20</td>
<td style=""height: 24px; width: 269px;"">Jaime VALDÉS Zapata&nbsp;<a title=""Cuenta Twitter de Jaime Valdés"" href=""https://twitter.com/PajaritoValdes"" target=""_blank""><img class="""" src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">11.01.81, San Bernardo</td>
<td style=""height: 24px; width: 93px;"">Volante mix.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">19</td>
<td style=""height: 24px; width: 269px;"">Marcos BOLADOS Hidalgo</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">28.02.96, Antofagasta</td>
<td style=""height: 24px; width: 93px;"">Volante ofe.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">10</td>
<td style=""height: 24px; width: 269px;"">Ramón FERNÁNDEZ Arias *</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">03.12.84, Formosa/ARG</td>
<td style=""height: 24px; width: 93px;"">Volante ofe.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">6</td>
<td style=""height: 24px; width: 269px;"">Christofer GONZÁLES Crespo</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/pe.gif"" alt=""pe"" width=""16"" height=""11"">&nbsp;PER</td>
<td style=""height: 24px; width: 176px;"">12.10.92, Lima</td>
<td style=""height: 24px; width: 93px;"">Volante ofe.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">14</td>
<td style=""height: 24px; width: 269px;"">Pedro MORALES Flores&nbsp;<a href=""https://twitter.com/PedroMoralesF"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">25.05.85, Hualpén</td>
<td style=""height: 24px; width: 93px;"">Volante ofe.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">-</td>
<td style=""height: 24px; width: 269px;"">Carlos VILLANUEVA Fuentes</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">01.07.99, Santiago</td>
<td style=""height: 24px; width: 93px;"">Volante ofe.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">9</td>
<td style=""height: 24px; width: 269px;"">Luis Pedro FIGUEROA Sepúlveda</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">14.05.83, Concepción</td>
<td style=""height: 24px; width: 93px;"">Volante der.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">15</td>
<td style=""height: 24px; width: 269px;"">Michael RÍOS Ripoll</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">19.06.85, Santiago</td>
<td style=""height: 24px; width: 93px;"">Volante der.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">21</td>
<td style=""height: 24px; width: 269px;"">Brayan VÉJAR Utreras&nbsp;<a href=""https://twitter.com/BrayanVejar"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">14.07.95, Talcahuano</td>
<td style=""height: 24px; width: 93px;"">Volante der.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">3</td>
<td style=""height: 24px; width: 269px;"">Mark GONZÁLEZ Hoffmann</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">10.07.84, Durban/SUD</td>
<td style=""height: 24px; width: 93px;"">Volante izq.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">-</td>
<td style=""height: 24px; width: 269px;"">Luciano DÍAZ Araya</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">08.05.98, Copiapó</td>
<td style=""height: 24px; width: 93px;"">Delantero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">-</td>
<td style=""height: 24px; width: 269px;"">Maikol GONZÁLEZ Herrera</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">08.05.96, Santiago</td>
<td style=""height: 24px; width: 93px;"">Delantero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">30</td>
<td style=""height: 24px; width: 269px;"">Iván MORALES Bravo</td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">29.07.99, Linares</td>
<td style=""height: 24px; width: 93px;"">Delantero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">7</td>
<td style=""height: 24px; width: 269px;"">Esteban PAREDES Quintanilla&nbsp;<a title=""Cuenta Twitter de Esteban Paredes"" href=""https://twitter.com/estebanparedesQ"" target=""_blank""><img class="""" src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">01.08.80, Cerro Navia</td>
<td style=""height: 24px; width: 93px;"">Delantero</td>
</tr>
<tr style=""height: 24.8125px;"">
<td style=""text-align: center; height: 24.8125px; width: 18px;"">29</td>
<td style=""height: 24.8125px; width: 269px;"">Raúl Octavio RIVERO Falero</td>
<td style=""text-align: center; height: 24.8125px; width: 54px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/uy.gif"" alt=""uy"" width=""11"" height=""8"">&nbsp;URU</td>
<td style=""height: 24.8125px; width: 176px;"">24.01.92, Treinta y Tres</td>
<td style=""height: 24.8125px; width: 93px;"">Delantero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px; width: 18px;"">18</td>
<td style=""height: 24px; width: 269px;"">Andrés VILCHES Araneda&nbsp;<a href=""https://twitter.com/Andy9Alejo"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px; width: 54px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px; width: 176px;"">14.01.92, Talcahuano</td>
<td style=""height: 24px; width: 93px;"">Delantero</td>
</tr>
</tbody>"
"Cobresal","http://www.sifup.cl/planteles/cobresal/","9","Ever CANTERO Benítez","PAR","03.12.85, Villarrica","Delantero",""
"Audax Italiano","http://www.sifup.cl/planteles/audax-italiano/","17","Sergio SANTOS Gomes","BRA","04.09.94, Belo Horizonte","Delantero",""
"Santiago Wanderers","http://www.sifup.cl/planteles/santiago-wanderers/","4","Federico PÉREZ Silvera","URU","23.01.86, Montevideo","Lateral izq.",""
"Cobresal","http://www.sifup.cl/planteles/cobresal/","8","Israel POBLETE Zúñiga","CHI","22.06.95, Maipú","Volante ofe.",""
"Everton","http://www.sifup.cl/planteles/everton/","25","Sebastián PÉREZ Kirby","CHI","02.12.90, Viña del Mar","Arquero",""
"Palestino","http://www.sifup.cl/planteles/palestino/","17","Esteban CARVAJAL Tapia","CHI","17.11.88, Catemu","Lat./vol. der.",""
"Cobresal","http://www.sifup.cl/planteles/cobresal/","6","José Luis CABIÓN Dianta","CHI","14.11.83, San Antonio","Volante def.",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","3","Diego SILVA Fuentes","CHI","11.03.83, La Pintana","Central",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","5","Mario Sebastián RAMÍREZ Silva","URU","18.05.92, Salto","Central",""
"Deportes Temuco","http://www.sifup.cl/planteles/deportes-temuco/","7","Cristián CANÍO Manosalva","CHI","31.05.81, Nva. Imperial","Volante ofe.",""
"Universidad Católica","http://www.sifup.cl/planteles/universidad-catolica/","6","César FUENTES González","CHI","12.03.93, Rancagua","Volante def.",""
"Deportes Temuco","http://www.sifup.cl/planteles/deportes-temuco/","31","Luis MARÍN Barahona (C)","CHI","18.05.83, Valparaíso","Arquero",""
"Palestino","http://www.sifup.cl/planteles/palestino/","23","Jonatan CISTERNAS Fernández","CHI","16.06.80, Concepción","Volante ofe.",""
"Deportes Antofagasta","http://www.sifup.cl/planteles/deportes-antofagasta/","26","Dino AGOTE Delgado","CHI","30.04.96, Antofagasta","Lateral izq.",""
"Deportes Temuco","http://www.sifup.cl/planteles/deportes-temuco/","28","Fernando QUIROZ Calderón","CHI","09.09.97, Villarrica","Delantero",""
"O’Higgins de Rancagua","http://www.sifup.cl/planteles/ohiggins/","27","Bastián SAN JUAN Martínez","CHI","27.04.94, Talca","Central",""
"Unión Española","http://www.sifup.cl/planteles/union-espanola/","13","Diego SÁNCHEZ Carvajal","CHI","08.05.87, La Granja","Arquero",""
"Deportes Temuco","http://www.sifup.cl/planteles/deportes-temuco/","32","Rodrigo UREÑA Reyes","CHI","01.03.93, Conchalí","Volante def.",""
"Audax Italiano","http://www.sifup.cl/planteles/audax-italiano/","12","Camilo MELIVILÚ Fuentes","CHI","08.08.93, Santiago","Delantero",""
"Palestino","http://www.sifup.cl/planteles/palestino/","6","Diego TORRES Quintana","CHI","31.07.92, Est. Central","Volante izq.",""
"Santiago Wanderers","http://www.sifup.cl/planteles/santiago-wanderers/","26","Agustín PARRA Repetto","CHI","10.06.89, Viña del Mar","Central",""
"Universidad de Chile","http://www.sifup.cl/planteles/universidad-de-chile/","35","Gonzalo COLLAO Villegas","CHI","09.09.97, Coquimbo","Arquero",""
"Universidad de Concepción","http://www.sifup.cl/planteles/universidad-de-concepcion/","11","Jorge TRONCOSO Ramírez","CHI","13.01.93, Santiago","Volante ofe.",""
"Deportes Iquique","http://www.sifup.cl/planteles/deportes-iquique/","6","Mathías RIQUERO Berretta *","CHI","29.08.82, Mont./URU","Volante def.",""
